customer_id,country,last_purchase_date,recency,frequency,monetary,r_score,f_score,m_score,segment
12435,Denmark,2011-09-21,101,6,13925.93,3,4,5,Hibernating
15760,Norway,2010-03-19,652,2,13916.34,1,2,5,Price Sensitive
15291,United Kingdom,2011-11-14,47,40,13846.56,4,5,5,Potential Loyalist
15032,United Kingdom,2011-03-28,278,8,13780.65,2,4,5,Needs Attention
12583,France,2011-11-21,40,26,13752.67,5,5,5,Champions
15382,United Kingdom,2011-11-25,36,12,13733.55,5,5,5,Champions
12567,France,2011-11-17,44,15,13709.86,5,5,5,Champions
12989,United Kingdom,2011-12-01,30,32,13490.55,5,5,5,Champions
17017,United Kingdom,2011-11-30,31,28,13480.01,5,5,5,Champions
18223,United Kingdom,2011-10-31,61,25,13422.13,4,5,5,Potential Loyalist
13097,United Kingdom,2011-11-07,54,28,13389.22,4,5,5,Potential Loyalist
16923,United Kingdom,2011-11-27,34,32,13378.36,5,5,5,Champions
15738,United Kingdom,2011-11-21,40,41,13372.97,5,5,5,Champions
13629,United Kingdom,2011-11-16,45,19,13370.86,5,5,5,Champions
13969,United Kingdom,2011-12-02,29,35,13365.87,5,5,5,Champions
16558,United Kingdom,2011-11-17,44,37,13274.54,5,5,5,Champions
13468,United Kingdom,2011-12-02,29,71,13265.97,5,5,5,Champions
14049,United Kingdom,2011-11-23,38,13,13239.03,5,5,5,Champions
13316,United Kingdom,2011-11-02,59,10,13191.57,4,5,5,Potential Loyalist
16549,United Kingdom,2011-11-29,32,34,13182.19,5,5,5,Champions
13952,United Kingdom,2011-05-06,239,14,12823.52,2,5,5,Needs Attention
17858,United Kingdom,2011-12-04,27,30,12797.65,5,5,5,Champions
16873,United Kingdom,2011-10-09,83,11,12762.56,4,5,5,Potential Loyalist
13668,United Kingdom,2011-11-29,32,34,12756.92,5,5,5,Champions
18225,United Kingdom,2011-11-18,43,25,12723.98,5,5,5,Champions
12451,Switzerland,2011-11-29,32,8,12669.88,5,4,5,Loyal Customers
14110,United Kingdom,2011-11-18,43,32,12662.51,5,5,5,Champions
15465,United Kingdom,2011-11-20,41,32,12655.65,5,5,5,Champions
14040,United Kingdom,2011-10-30,62,35,12645.57,4,5,5,Potential Loyalist
12536,France,2011-10-27,65,3,12601.830000000002,4,3,5,Promising
12437,France,2011-11-30,31,38,12517.5,5,5,5,Champions
16161,United Kingdom,2011-11-25,36,42,12513.29,5,5,5,Champions
16814,United Kingdom,2011-11-25,36,36,12499.710000000001,5,5,5,Champions
12474,Germany,2011-11-22,39,31,12424.45,5,5,5,Champions
14936,Channel Islands,2011-11-06,55,12,12410.81,4,5,5,Potential Loyalist
12481,Germany,2011-11-17,44,15,12361.39,5,5,5,Champions
13050,United Kingdom,2011-11-25,36,35,12344.53,5,5,5,Champions
13013,United Kingdom,2011-11-18,43,28,12330.67,5,5,5,Champions
13854,United Kingdom,2011-12-01,30,39,12253.96,5,5,5,Champions
13418,United Kingdom,2011-11-28,33,31,12233.6,5,5,5,Champions
15144,United Kingdom,2011-12-01,30,29,12160.31,5,5,5,Champions
17338,United Kingdom,2011-11-22,39,17,12142.57,5,5,5,Champions
15555,United Kingdom,2011-11-27,34,36,12112.35,5,5,5,Champions
14505,United Kingdom,2011-11-22,39,19,12001.84,5,5,5,Champions
17044,United Kingdom,2011-11-14,47,12,11962.3,4,5,5,Potential Loyalist
13458,United Kingdom,2011-12-02,29,16,11959.27,5,5,5,Champions
16258,United Kingdom,2011-10-25,67,15,11942.52,4,5,5,Potential Loyalist
12683,France,2011-10-20,72,19,11899.3,4,5,5,Potential Loyalist
13687,United Kingdom,2010-09-27,460,1,11880.84,1,1,5,Price Sensitive
18226,United Kingdom,2011-10-26,66,26,11878.88,4,5,5,Potential Loyalist
12705,Germany,2011-11-24,37,14,11762.1,5,5,5,Champions
14739,United Kingdom,2011-11-20,41,24,11752.539999999999,5,5,5,Champions
14426,United Kingdom,2011-11-16,45,17,11727.94,5,5,5,Champions
15194,United Kingdom,2011-11-08,53,27,11721.05,4,5,5,Potential Loyalist
14735,United Kingdom,2011-11-28,33,55,11682.72,5,5,5,Champions
13004,United Kingdom,2011-11-28,33,36,11650.85,5,5,5,Champions
17364,United Kingdom,2011-12-02,29,26,11649.9,5,5,5,Champions
13576,United Kingdom,2011-11-29,32,28,11551.74,5,5,5,Champions
15218,United Kingdom,2011-11-29,32,22,11516.57,5,5,5,Champions
13102,United Kingdom,2011-12-01,30,36,11502.85,5,5,5,Champions
15023,United Kingdom,2011-10-31,61,19,11479.039999999999,4,5,5,Potential Loyalist
12668,Germany,2011-11-28,33,10,11444.68,5,5,5,Champions
14016,EIRE,2011-07-01,183,11,11403.41,3,5,5,Hibernating
17809,United Kingdom,2011-11-23,38,20,11337.39,5,5,5,Champions
14045,United Kingdom,2011-08-22,131,16,11313.03,3,5,5,Hibernating
15874,United Kingdom,2011-10-07,85,21,11284.76,4,5,5,Potential Loyalist
12539,Spain,2011-11-17,44,7,11214.75,5,4,5,Loyal Customers
18055,United Kingdom,2011-12-02,29,14,11195.57,5,5,5,Champions
12524,Germany,2011-11-30,31,17,11126.11,5,5,5,Champions
14134,United Kingdom,2010-11-22,404,15,11123.35,2,5,5,Needs Attention
13941,United Kingdom,2011-11-18,43,15,11122.3,5,5,5,Champions
16523,United Kingdom,2011-11-24,37,26,11060.71,5,5,5,Champions
14415,United Kingdom,2011-11-20,41,22,10995.65,5,5,5,Champions
12918,United Kingdom,2010-03-23,648,1,10953.5,1,1,5,Price Sensitive
16985,United Kingdom,2011-11-22,39,23,10923.16,5,5,5,Champions
18052,United Kingdom,2010-05-24,586,1,10877.18,1,2,5,Price Sensitive
12431,Belgium,2011-11-04,57,27,10857.97,4,5,5,Potential Loyalist
16033,United Kingdom,2011-12-04,27,27,10836.13,5,5,5,Champions
18229,United Kingdom,2011-11-28,33,28,10803.71,5,5,5,Champions
13680,United Kingdom,2011-10-31,61,11,10797.29,4,5,5,Potential Loyalist
16984,United Kingdom,2011-09-12,110,9,10754.8,3,5,5,Hibernating
16327,United Kingdom,2011-11-25,36,16,10731.34,5,5,5,Champions
16168,United Kingdom,2011-11-29,32,66,10636.47,5,5,5,Champions
13324,United Kingdom,2011-11-03,58,18,10513.47,4,5,5,Potential Loyalist
14796,United Kingdom,2011-11-17,44,26,10462.41,5,5,5,Champions
16782,United Kingdom,2011-11-29,32,38,10438.41,5,5,5,Champions
15694,United Kingdom,2011-12-01,30,23,10404.01,5,5,5,Champions
14028,United Kingdom,2010-06-07,572,3,10396.5,1,3,5,Price Sensitive
15296,United Kingdom,2011-10-20,72,12,10342.83,4,5,5,Potential Loyalist
15290,United Kingdom,2011-12-01,30,24,10233.26,5,5,5,Champions
15719,United Kingdom,2011-11-07,54,31,10223.06,4,5,5,Potential Loyalist
17160,United Kingdom,2011-11-08,53,17,10209.16,4,5,5,Potential Loyalist
15805,United Kingdom,2011-11-16,45,30,10189.23,5,5,5,Champions
15547,United Kingdom,2011-12-02,29,26,10154.39,5,5,5,Champions
13599,United Kingdom,2011-12-01,30,32,10052.17,5,5,5,Champions
14755,United Kingdom,2011-11-30,31,25,9972.55,5,5,5,Champions
16182,United Kingdom,2011-09-28,94,9,9971.65,3,5,5,Hibernating
18260,United Kingdom,2011-06-20,194,23,9962.11,3,5,5,Hibernating
14101,United Kingdom,2011-09-27,95,13,9961.93,3,5,5,Hibernating
16131,United Kingdom,2011-10-19,73,12,9957.42,4,5,5,Potential Loyalist
14329,United Kingdom,2011-11-22,39,15,9927.22,5,5,5,Champions
17230,United Kingdom,2011-03-20,286,18,9924.95,2,5,5,Needs Attention
16701,United Kingdom,2011-12-01,30,26,9916.73,5,5,5,Champions
12758,Portugal,2011-08-15,138,7,9903.24,3,4,5,Hibernating
14422,United Kingdom,2011-11-22,39,18,9889.51,5,5,5,Champions
13327,United Kingdom,2011-11-01,60,20,9879.48,4,5,5,Potential Loyalist
14085,United Kingdom,2011-12-02,29,32,9874.27,5,5,5,Champions
13985,United Kingdom,2011-11-25,36,21,9873.3,5,5,5,Champions
12590,Germany,2011-05-12,233,2,9864.26,2,2,5,Price Sensitive
14828,United Kingdom,2011-05-27,218,13,9839.46,3,5,5,Hibernating
13735,United Kingdom,2011-11-15,46,13,9813.22,4,5,5,Potential Loyalist
14944,United Kingdom,2011-11-10,51,19,9784.67,4,5,5,Potential Loyalist
17306,United Kingdom,2011-11-29,32,21,9782.35,5,5,5,Champions
13018,United Kingdom,2011-11-23,38,35,9763.16,5,5,5,Champions
12380,Belgium,2011-11-18,43,11,9676.3,5,5,5,Champions
16353,United Kingdom,2011-12-02,29,37,9643.06,5,5,5,Champions
17504,United Kingdom,2011-05-17,228,18,9565.12,2,5,5,Needs Attention
17049,United Kingdom,2011-11-18,43,18,9551.48,5,5,5,Champions
14091,United Kingdom,2010-02-23,676,2,9530.08,1,2,5,Price Sensitive
14135,United Kingdom,2011-12-01,30,23,9504.02,5,5,5,Champions
13999,United Kingdom,2011-11-29,32,29,9502.26,5,5,5,Champions
13174,United Kingdom,2011-11-23,38,12,9494.84,5,5,5,Champions
17315,United Kingdom,2011-11-22,39,42,9460.42,5,5,5,Champions
13267,United Kingdom,2011-11-22,39,35,9457.06,5,5,5,Champions
17811,United Kingdom,2011-12-02,29,46,9453.7,5,5,5,Champions
14146,United Kingdom,2011-12-01,30,12,9450.3,5,5,5,Champions
15727,United Kingdom,2011-11-23,38,15,9445.51,5,5,5,Champions
14439,Greece,2011-01-24,341,5,9443.04,2,4,5,Needs Attention
16550,United Kingdom,2011-08-23,130,18,9435.13,3,5,5,Hibernating
13758,United Kingdom,2011-11-28,33,15,9416.98,5,5,5,Champions
13069,United Kingdom,2011-11-25,36,37,9402.89,5,5,5,Champions
15981,United Kingdom,2011-11-15,46,21,9362.77,4,5,5,Potential Loyalist
12490,France,2011-11-22,39,20,9361.34,5,5,5,Champions
12766,Portugal,2011-10-13,79,8,9349.85,4,4,5,Promising
12839,United Kingdom,2011-11-28,33,25,9319.34,5,5,5,Champions
15570,United Kingdom,2011-12-02,29,25,9311.039999999999,5,5,5,Champions
13162,United Kingdom,2011-08-09,144,16,9275.49,3,5,5,Hibernating
15249,United Kingdom,2011-11-08,53,18,9266.0,4,5,5,Potential Loyalist
14367,United Kingdom,2011-12-01,30,16,9261.52,5,5,5,Champions
13448,United Kingdom,2011-11-23,38,13,9240.869999999999,5,5,5,Champions
14292,United Kingdom,2011-12-02,29,16,9226.25,5,5,5,Champions
14060,United Kingdom,2011-11-17,44,29,9221.6,5,5,5,Champions
18109,United Kingdom,2011-12-02,29,37,9201.29,5,5,5,Champions
15260,United Kingdom,2011-08-31,122,25,9188.23,3,5,5,Hibernating
16700,United Kingdom,2011-12-01,30,25,9167.71,5,5,5,Champions
17068,United Kingdom,2011-11-27,34,47,9161.08,5,5,5,Champions
15298,United Kingdom,2011-11-29,32,22,9147.15,5,5,5,Champions
16709,United Kingdom,2011-09-16,106,14,9087.46,3,5,5,Hibernating
15939,United Kingdom,2011-09-11,111,16,9060.39,3,5,5,Hibernating
17576,United Kingdom,2011-12-01,30,41,9056.81,5,5,5,Champions
12755,Japan,2011-03-04,302,11,9030.66,2,5,5,Needs Attention
16186,United Kingdom,2011-11-17,44,26,9026.11,5,5,5,Champions
17757,United Kingdom,2011-11-25,36,54,9005.9,5,5,5,Champions
15150,United Kingdom,2011-11-22,39,13,9001.08,5,5,5,Champions
13555,United Kingdom,2011-09-27,95,13,8999.19,3,5,5,Hibernating
16722,United Kingdom,2011-11-22,39,22,8989.08,5,5,5,Champions
15903,United Kingdom,2011-11-30,31,12,8939.84,5,5,5,Champions
12359,Cyprus,2011-10-13,79,10,8935.94,4,5,5,Potential Loyalist
14709,United Kingdom,2011-11-24,37,25,8886.33,5,5,5,Champions
12747,United Kingdom,2011-11-17,44,25,8838.039999999999,5,5,5,Champions
17396,United Kingdom,2011-10-31,61,14,8807.1,4,5,5,Potential Loyalist
13047,United Kingdom,2011-11-08,53,24,8795.16,4,5,5,Potential Loyalist
15867,United Kingdom,2011-11-17,44,30,8778.37,5,5,5,Champions
16532,United Kingdom,2011-11-22,39,5,8756.64,5,4,5,Loyal Customers
18041,United Kingdom,2011-11-28,33,38,8752.38,5,5,5,Champions
12957,United Kingdom,2011-11-30,31,13,8706.97,5,5,5,Champions
15955,United Kingdom,2011-11-15,46,22,8658.36,4,5,5,Potential Loyalist
15497,United Kingdom,2011-11-22,39,9,8657.39,5,5,5,Champions
13148,United Kingdom,2011-11-10,51,26,8621.81,4,5,5,Potential Loyalist
13269,United Kingdom,2011-11-28,33,27,8558.02,5,5,5,Champions
16945,United Kingdom,2011-11-18,43,33,8548.16,5,5,5,Champions
15281,United Kingdom,2011-10-12,80,16,8543.57,4,5,5,Potential Loyalist
15270,United Kingdom,2011-11-24,37,21,8524.86,5,5,5,Champions
15786,United Kingdom,2011-10-24,68,5,8514.82,4,4,5,Promising
12798,Japan,2011-11-29,32,4,8510.93,5,3,5,Promising
13209,United Kingdom,2011-11-09,52,13,8509.51,4,5,5,Potential Loyalist
13263,United Kingdom,2011-12-01,30,38,8497.34,5,5,5,Champions
13715,United Kingdom,2011-03-03,303,17,8483.289999999999,2,5,5,Needs Attention
14286,United Kingdom,2011-11-16,45,7,8479.76,5,4,5,Loyal Customers
18139,United Kingdom,2011-11-22,39,6,8438.34,5,4,5,Loyal Customers
14160,United Kingdom,2010-04-08,632,7,8421.47,1,4,5,Can't Lose Them
14057,United Kingdom,2011-11-16,45,22,8408.84,5,5,5,Champions
13206,United Kingdom,2010-11-04,422,13,8377.32,2,5,5,Needs Attention
17611,United Kingdom,2011-12-02,29,28,8371.98,5,5,5,Champions
13756,United Kingdom,2011-11-17,44,21,8361.1,5,5,5,Champions
14676,United Kingdom,2011-11-08,53,12,8356.789999999999,4,5,5,Potential Loyalist
12643,France,2011-08-03,150,12,8350.42,3,5,5,Hibernating
12637,France,2011-10-03,89,12,8340.31,3,5,5,Hibernating
15034,United Kingdom,2011-11-24,37,14,8313.4,5,5,5,Champions
15998,United Kingdom,2011-11-03,58,16,8308.34,4,5,5,Potential Loyalist
17686,United Kingdom,2011-12-02,29,9,8296.81,5,5,5,Champions
14030,United Kingdom,2011-11-21,40,20,8262.29,5,5,5,Champions
14525,United Kingdom,2011-11-20,41,17,8240.64,5,5,5,Champions
17365,United Kingdom,2011-11-27,34,15,8224.98,5,5,5,Champions
13381,United Kingdom,2011-11-08,53,12,8224.37,4,5,5,Potential Loyalist
13139,United Kingdom,2011-11-23,38,8,8202.98,5,4,5,Loyal Customers
15544,United Kingdom,2011-11-30,31,20,8162.43,5,5,5,Champions
13869,United Kingdom,2011-08-08,145,10,8111.57,3,5,5,Hibernating
17426,United Kingdom,2011-12-01,30,13,8077.7699999999995,5,5,5,Champions
16767,United Kingdom,2011-11-09,52,15,8073.8,4,5,5,Potential Loyalist
16670,United Kingdom,2011-11-23,38,20,8030.15,5,5,5,Champions
15984,United Kingdom,2011-09-29,93,28,8013.61,3,5,5,Hibernating
16556,United Kingdom,2011-10-04,88,17,8012.58,3,5,5,Hibernating
15299,United Kingdom,2011-10-03,89,10,7991.54,3,5,5,Hibernating
12428,Finland,2011-11-14,47,9,7956.46,4,5,5,Potential Loyalist
14159,United Kingdom,2011-11-20,41,20,7938.01,5,5,5,Champions
16303,United Kingdom,2011-11-14,47,7,7928.2699999999995,4,4,5,Promising
12867,United Kingdom,2011-11-13,48,13,7913.29,4,5,5,Potential Loyalist
17085,United Kingdom,2011-08-08,145,28,7891.41,3,5,5,Hibernating
